Run	Sample	Dataset	Table	Hypoxia_state	Cell_type_new	Cell_type	Cell_type_details	Extended_details	Stimulation	Therapy	Modification	Diagnosis	GSM	Sorting_markers	Comment	Cell_origin	Rna_extraction_kit	Library_preparation_kit	Cells_isolation_kit	Donor_id	Gender	Age	Age_range	PMID	Material_type	Layout	Readcounts	To_check	QC_bad	QC_good	QC_score	Who_checks	Decision	Expression_comment	Run_id	Sample_id	Run_tiledb_id	Sample_tiledb_id	Spike_in	Response	Material_sampling_time	Only for target (CR type)	Prior_surgery	Adverse_event	Diagnosis_comment	Stage	Combo_class	Measurement_method	Race/Ethnicity	UMI (Only for target)	Deconvolution_cell_type	Filter_tag	Filter_tag
SRR9077729	SRX5852996	GSE131378	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Breast_Neoplasm	line	MCF-7	0.5% O2, 37°C, 5% CO2	Without_therapy	Without_modification		GSM3772918		rRNA was depleted using the RiboZero kit (Zymo)		miRNeasy Mini Kit (Qiagen)	TruSeq Stranded mRNA (illumina)		MCF-7 hypoxia rep1	F	69		32127384	total RNA	SINGLE	45250814				5.833333				120310	96842	112269	88447													Breast_Neoplasm		
SRR9077730	SRX5852997	GSE131378	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Breast_Neoplasm	line	MCF-7	0.5% O2, 37°C, 5% CO2	Without_therapy	Without_modification		GSM3772919		rRNA was depleted using the RiboZero kit (Zymo)		miRNeasy Mini Kit (Qiagen)	TruSeq Stranded mRNA (illumina)		MCF-7 hypoxia rep2	F	69		32127384	total RNA	SINGLE	46545408				5.25				120309	96841	112268	88446													Breast_Neoplasm		
SRR10125020	SRX6853603	GSE85353	Cancer_cell_lines_to_check	Control	Melanoma	Cutaneous_Melanoma	line	SK-MEL-28	21% O2 24h		Without_modification		GSM4080713		Normoxia	ATCC	TRIzol™ Reagent (Invitrogen)	KAPA Stranded mRNA-Seq Kit (Roche)		r1	Not_Applicable	Not_Applicable		32718321	total RNA	SINGLE	4472486				6.708333				117756	94302	109945	86137													Cutaneous_Melanoma		
SRR10125023	SRX6853604	GSE85353	Cancer_cell_lines_to_check	Hypoxia	Melanoma_hypoxic	Cutaneous_Melanoma	line	SK-MEL-28	0.5% O2 24h		Without_modification		GSM4080714		hypoxia	ATCC	TRIzol™ Reagent (Invitrogen)	KAPA Stranded mRNA-Seq Kit (Roche)		r1	Not_Applicable	Not_Applicable		32718321	total RNA	SINGLE	4130021				6.708333				117741	94287	109937	86129													Cutaneous_Melanoma		
SRR10125024	SRX6853605	GSE85353	Cancer_cell_lines_to_check	Control	Melanoma	Cutaneous_Melanoma	line	SK-MEL-28	21% O2 24h		Without_modification		GSM4080715		Normoxia	ATCC	TRIzol™ Reagent (Invitrogen)	KAPA Stranded mRNA-Seq Kit (Roche)		r2	Not_Applicable	Not_Applicable		32718321	total RNA	SINGLE	5860929				7				117729	94275	109931	86123													Cutaneous_Melanoma		
SRR10125026	SRX6853606	GSE85353	Cancer_cell_lines_to_check	Hypoxia	Melanoma_hypoxic	Cutaneous_Melanoma	line	SK-MEL-28	0.5% O2 24h		Without_modification		GSM4080716		hypoxia	ATCC	TRIzol™ Reagent (Invitrogen)	KAPA Stranded mRNA-Seq Kit (Roche)		r2	Not_Applicable	Not_Applicable		32718321	total RNA	SINGLE	5041726				7				117616	94162	109866	86058													Cutaneous_Melanoma		
SRR10125039	SRX6853619	GSE85353	Cancer_cell_lines_to_check	Control	Clear_Cell_Carcinoma	Clear_Cell_Carcinoma	line	RCC4	21% O2 24h		Without_modification		GSM4080729		Normoxia	ATCC	TRIzol™ Reagent (Invitrogen)	KAPA Stranded mRNA-Seq Kit (Roche)		r1	Not_Applicable	Not_Applicable		32718321	total RNA	SINGLE	10075894				7				117597	94143	109858	86050													Clear_Cell_Carcinoma		
SRR10125040	SRX6853620	GSE85353	Cancer_cell_lines_to_check	Hypoxia	Clear_Cell_Carcinoma_hypoxic	Clear_Cell_Carcinoma	line	RCC4	0.5% O2 24h		Without_modification		GSM4080730		hypoxia	ATCC	TRIzol™ Reagent (Invitrogen)	KAPA Stranded mRNA-Seq Kit (Roche)		r1	Not_Applicable	Not_Applicable		32718321	total RNA	SINGLE	8345151				6.708333				117656	94202	109890	86082													Clear_Cell_Carcinoma		
SRR10125041	SRX6853621	GSE85353	Cancer_cell_lines_to_check	Control	Clear_Cell_Carcinoma	Clear_Cell_Carcinoma	line	RCC4	21% O2 24h		Without_modification		GSM4080731		Normoxia	ATCC	TRIzol™ Reagent (Invitrogen)	KAPA Stranded mRNA-Seq Kit (Roche)		r2	Not_Applicable	Not_Applicable		32718321	polyA RNA	SINGLE	4902662				6.708333				117632	94178	109877	86069													Clear_Cell_Carcinoma		
SRR10125042	SRX6853622	GSE85353	Cancer_cell_lines_to_check	Hypoxia	Clear_Cell_Carcinoma_hypoxic	Clear_Cell_Carcinoma	line	RCC4	0.5% O2 24h		Without_modification		GSM4080732		hypoxia	ATCC	TRIzol™ Reagent (Invitrogen)	KAPA Stranded mRNA-Seq Kit (Roche)		r2	Not_Applicable	Not_Applicable		32718321	polyA RNA	SINGLE	3796147				7				117683	94229	109903	86095													Clear_Cell_Carcinoma		
SRR10125043	SRX6853623	GSE85353	Cancer_cell_lines_to_check	Control	Clear_Cell_Carcinoma	Clear_Cell_Carcinoma	line	RCC4	21% O2 24h		Without_modification		GSM4080733		Normoxia	ATCC	TRIzol™ Reagent (Invitrogen)	KAPA Stranded mRNA-Seq Kit (Roche)		r3	Not_Applicable	Not_Applicable		32718321	polyA RNA	SINGLE	4737661				7				117654	94200	109889	86081													Clear_Cell_Carcinoma		
SRR10125044	SRX6853624	GSE85353	Cancer_cell_lines_to_check	Hypoxia	Clear_Cell_Carcinoma_hypoxic	Clear_Cell_Carcinoma	line	RCC4	0.5% O2 24h		Without_modification		GSM4080734		hypoxia	ATCC	TRIzol™ Reagent (Invitrogen)	KAPA Stranded mRNA-Seq Kit (Roche)		r3	Not_Applicable	Not_Applicable		32718321	polyA RNA	SINGLE	11865011				7				117622	94168	109870	86062													Clear_Cell_Carcinoma		
SRR10125045	SRX6853625	GSE85353	Cancer_cell_lines_to_check	Control	Melanoma	Cutaneous_Melanoma	line	SK-MEL-28	21% O2 24h		Without_modification		GSM4080735		Normoxia	ATCC	TRIzol™ Reagent (Invitrogen)	KAPA Stranded mRNA-Seq Kit (Roche)		r3	Not_Applicable	Not_Applicable		32718321	total RNA	SINGLE	9399664				6.125				117608	94154	109862	86054													Cutaneous_Melanoma		
SRR10125046	SRX6853626	GSE85353	Cancer_cell_lines_to_check	Hypoxia	Melanoma_hypoxic	Cutaneous_Melanoma	line	SK-MEL-28	0.5% O2 24h		Without_modification		GSM4080736		hypoxia	ATCC	TRIzol™ Reagent (Invitrogen)	KAPA Stranded mRNA-Seq Kit (Roche)		r3	Not_Applicable	Not_Applicable		32718321	total RNA	SINGLE	5717974				4.666667				117628	94174	109876	86068													Cutaneous_Melanoma		
SRR6347571	SRX3444820	GSE107692	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Triple_negative_Breast_Cancer	line	MDA-MB-468	Hypoxia	Without_therapy	siControl	Metastatic	GSM2876103		hypoxic conditions (1% O2) for 48hrs		RNeasy Plus mini Kit (Qiagen)	TruSeq Stranded Total RNA Library kit (Illumina, San Diego, CA, USA)			Not_Applicable	Not_Applicable		30754719	polyA RNA	SINGLE	4508374				5.541667				73566	53041	71091	50870													Triple_negative_Breast_Cancer		
SRR6347574	SRX3444820	GSE107692	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Triple_negative_Breast_Cancer	line	MDA-MB-468	Hypoxia	Without_therapy	siControl	Metastatic	GSM2876103		hypoxic conditions (1% O2) for 48hrs		RNeasy Plus mini Kit (Qiagen)	TruSeq Stranded Total RNA Library kit (Illumina, San Diego, CA, USA)			Not_Applicable	Not_Applicable		30754719	polyA RNA	SINGLE	4419798				5.541667				73567	53041	71092	50870													Triple_negative_Breast_Cancer		
SRR6347572	SRX3444820	GSE107692	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Triple_negative_Breast_Cancer	line	MDA-MB-468	Hypoxia	Without_therapy	siControl	Metastatic	GSM2876103		hypoxic conditions (1% O2) for 48hrs		RNeasy Plus mini Kit (Qiagen)	TruSeq Stranded Total RNA Library kit (Illumina, San Diego, CA, USA)			Not_Applicable	Not_Applicable		30754719	polyA RNA	SINGLE	4420895				5.541667				73568	53041	71093	50870													Triple_negative_Breast_Cancer		
SRR6347573	SRX3444820	GSE107692	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Triple_negative_Breast_Cancer	line	MDA-MB-468	Hypoxia	Without_therapy	siControl	Metastatic	GSM2876103		hypoxic conditions (1% O2) for 48hrs		RNeasy Plus mini Kit (Qiagen)	TruSeq Stranded Total RNA Library kit (Illumina, San Diego, CA, USA)			Not_Applicable	Not_Applicable		30754719	polyA RNA	SINGLE	4426223				5.541667				73569	53041	71094	50870													Triple_negative_Breast_Cancer		
SRR6347579	SRX3444822	GSE107692	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Triple_negative_Breast_Cancer	line	MDA-MB-468	Hypoxia	Without_therapy	siControl	Metastatic	GSM2876105		hypoxic conditions (1% O2) for 48hrs		RNeasy Plus mini Kit (Qiagen)	TruSeq Stranded Total RNA Library kit (Illumina, San Diego, CA, USA)			Not_Applicable	Not_Applicable		30754719	polyA RNA	SINGLE	3062407				5.541667				73590	53047	71115	50876													Triple_negative_Breast_Cancer		
SRR6347581	SRX3444822	GSE107692	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Triple_negative_Breast_Cancer	line	MDA-MB-468	Hypoxia	Without_therapy	siControl	Metastatic	GSM2876105		hypoxic conditions (1% O2) for 48hrs		RNeasy Plus mini Kit (Qiagen)	TruSeq Stranded Total RNA Library kit (Illumina, San Diego, CA, USA)			Not_Applicable	Not_Applicable		30754719	polyA RNA	SINGLE	3013908				5.541667				73591	53047	71116	50876													Triple_negative_Breast_Cancer		
SRR6347580	SRX3444822	GSE107692	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Triple_negative_Breast_Cancer	line	MDA-MB-468	Hypoxia	Without_therapy	siControl	Metastatic	GSM2876105		hypoxic conditions (1% O2) for 48hrs		RNeasy Plus mini Kit (Qiagen)	TruSeq Stranded Total RNA Library kit (Illumina, San Diego, CA, USA)			Not_Applicable	Not_Applicable		30754719	polyA RNA	SINGLE	2995074				5.541667				73592	53047	71117	50876													Triple_negative_Breast_Cancer		
SRR6347582	SRX3444822	GSE107692	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Triple_negative_Breast_Cancer	line	MDA-MB-468	Hypoxia	Without_therapy	siControl	Metastatic	GSM2876105		hypoxic conditions (1% O2) for 48hrs		RNeasy Plus mini Kit (Qiagen)	TruSeq Stranded Total RNA Library kit (Illumina, San Diego, CA, USA)			Not_Applicable	Not_Applicable		30754719	polyA RNA	SINGLE	2984994				5.541667				73593	53047	71118	50876													Triple_negative_Breast_Cancer		
SRR6347589	SRX3444824	GSE107692	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Triple_negative_Breast_Cancer	line	MDA-MB-468	Hypoxia	Without_therapy	siControl	Metastatic	GSM2876107		hypoxic conditions (1% O2) for 48hrs		RNeasy Plus mini Kit (Qiagen)	TruSeq Stranded Total RNA Library kit (Illumina, San Diego, CA, USA)			Not_Applicable	Not_Applicable		30754719	polyA RNA	SINGLE	3031931				5.541667				73570	53042	71095	50871													Triple_negative_Breast_Cancer		
SRR6347587	SRX3444824	GSE107692	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Triple_negative_Breast_Cancer	line	MDA-MB-468	Hypoxia	Without_therapy	siControl	Metastatic	GSM2876107		hypoxic conditions (1% O2) for 48hrs		RNeasy Plus mini Kit (Qiagen)	TruSeq Stranded Total RNA Library kit (Illumina, San Diego, CA, USA)			Not_Applicable	Not_Applicable		30754719	polyA RNA	SINGLE	3115038				5.541667				73571	53042	71096	50871													Triple_negative_Breast_Cancer		
SRR6347590	SRX3444824	GSE107692	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Triple_negative_Breast_Cancer	line	MDA-MB-468	Hypoxia	Without_therapy	siControl	Metastatic	GSM2876107		hypoxic conditions (1% O2) for 48hrs		RNeasy Plus mini Kit (Qiagen)	TruSeq Stranded Total RNA Library kit (Illumina, San Diego, CA, USA)			Not_Applicable	Not_Applicable		30754719	polyA RNA	SINGLE	3007018				5.541667				73572	53042	71097	50871													Triple_negative_Breast_Cancer		
SRR6347588	SRX3444824	GSE107692	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Triple_negative_Breast_Cancer	line	MDA-MB-468	Hypoxia	Without_therapy	siControl	Metastatic	GSM2876107		hypoxic conditions (1% O2) for 48hrs		RNeasy Plus mini Kit (Qiagen)	TruSeq Stranded Total RNA Library kit (Illumina, San Diego, CA, USA)			Not_Applicable	Not_Applicable		30754719	polyA RNA	SINGLE	3019365				5.541667				73573	53042	71098	50871													Triple_negative_Breast_Cancer		
SRR6347598	SRX3444826	GSE107692	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Triple_negative_Breast_Cancer	line	MDA-MB-468	Hypoxia	Without_therapy	siControl	Metastatic	GSM2876109		hypoxic conditions (1% O2) for 72hrs		RNeasy Plus mini Kit (Qiagen)	TruSeq Stranded Total RNA Library kit (Illumina, San Diego, CA, USA)			Not_Applicable	Not_Applicable		30754719	polyA RNA	SINGLE	2298399				5.25				73606	53051	71131	50880													Triple_negative_Breast_Cancer		
SRR6347597	SRX3444826	GSE107692	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Triple_negative_Breast_Cancer	line	MDA-MB-468	Hypoxia	Without_therapy	siControl	Metastatic	GSM2876109		hypoxic conditions (1% O2) for 72hrs		RNeasy Plus mini Kit (Qiagen)	TruSeq Stranded Total RNA Library kit (Illumina, San Diego, CA, USA)			Not_Applicable	Not_Applicable		30754719	polyA RNA	SINGLE	2318041				5.25				73607	53051	71132	50880													Triple_negative_Breast_Cancer		
SRR6347595	SRX3444826	GSE107692	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Triple_negative_Breast_Cancer	line	MDA-MB-468	Hypoxia	Without_therapy	siControl	Metastatic	GSM2876109		hypoxic conditions (1% O2) for 72hrs		RNeasy Plus mini Kit (Qiagen)	TruSeq Stranded Total RNA Library kit (Illumina, San Diego, CA, USA)			Not_Applicable	Not_Applicable		30754719	polyA RNA	SINGLE	2359808				5.25				73608	53051	71133	50880													Triple_negative_Breast_Cancer		
SRR6347596	SRX3444826	GSE107692	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Triple_negative_Breast_Cancer	line	MDA-MB-468	Hypoxia	Without_therapy	siControl	Metastatic	GSM2876109		hypoxic conditions (1% O2) for 72hrs		RNeasy Plus mini Kit (Qiagen)	TruSeq Stranded Total RNA Library kit (Illumina, San Diego, CA, USA)			Not_Applicable	Not_Applicable		30754719	polyA RNA	SINGLE	2305850				5.25				73609	53051	71134	50880													Triple_negative_Breast_Cancer		
SRR6347603	SRX3444828	GSE107692	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Triple_negative_Breast_Cancer	line	MDA-MB-468	Hypoxia	Without_therapy	siControl	Metastatic	GSM2876111		hypoxic conditions (1% O2) for 72hrs		RNeasy Plus mini Kit (Qiagen)	TruSeq Stranded Total RNA Library kit (Illumina, San Diego, CA, USA)			Not_Applicable	Not_Applicable		30754719	polyA RNA	SINGLE	2415343				5.25				73582	53045	71107	50874													Triple_negative_Breast_Cancer		
SRR6347606	SRX3444828	GSE107692	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Triple_negative_Breast_Cancer	line	MDA-MB-468	Hypoxia	Without_therapy	siControl	Metastatic	GSM2876111		hypoxic conditions (1% O2) for 72hrs		RNeasy Plus mini Kit (Qiagen)	TruSeq Stranded Total RNA Library kit (Illumina, San Diego, CA, USA)			Not_Applicable	Not_Applicable		30754719	polyA RNA	SINGLE	2356819				5.25				73583	53045	71108	50874													Triple_negative_Breast_Cancer		
SRR6347605	SRX3444828	GSE107692	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Triple_negative_Breast_Cancer	line	MDA-MB-468	Hypoxia	Without_therapy	siControl	Metastatic	GSM2876111		hypoxic conditions (1% O2) for 72hrs		RNeasy Plus mini Kit (Qiagen)	TruSeq Stranded Total RNA Library kit (Illumina, San Diego, CA, USA)			Not_Applicable	Not_Applicable		30754719	polyA RNA	SINGLE	2374064				5.25				73584	53045	71109	50874													Triple_negative_Breast_Cancer		
SRR6347604	SRX3444828	GSE107692	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Triple_negative_Breast_Cancer	line	MDA-MB-468	Hypoxia	Without_therapy	siControl	Metastatic	GSM2876111		hypoxic conditions (1% O2) for 72hrs		RNeasy Plus mini Kit (Qiagen)	TruSeq Stranded Total RNA Library kit (Illumina, San Diego, CA, USA)			Not_Applicable	Not_Applicable		30754719	polyA RNA	SINGLE	2367043				5.25				73585	53045	71110	50874													Triple_negative_Breast_Cancer		
SRR6347611	SRX3444830	GSE107692	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Triple_negative_Breast_Cancer	line	MDA-MB-468	Hypoxia	Without_therapy	siControl	Metastatic	GSM2876113		hypoxic conditions (1% O2) for 72hrs		RNeasy Plus mini Kit (Qiagen)	TruSeq Stranded Total RNA Library kit (Illumina, San Diego, CA, USA)			Not_Applicable	Not_Applicable		30754719	total RNA	SINGLE	4009779				5.541667				73586	53046	71111	50875													Triple_negative_Breast_Cancer		
SRR6347613	SRX3444830	GSE107692	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Triple_negative_Breast_Cancer	line	MDA-MB-468	Hypoxia	Without_therapy	siControl	Metastatic	GSM2876113		hypoxic conditions (1% O2) for 72hrs		RNeasy Plus mini Kit (Qiagen)	TruSeq Stranded Total RNA Library kit (Illumina, San Diego, CA, USA)			Not_Applicable	Not_Applicable		30754719	total RNA	SINGLE	3941888				5.541667				73587	53046	71112	50875													Triple_negative_Breast_Cancer		
SRR6347614	SRX3444830	GSE107692	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Triple_negative_Breast_Cancer	line	MDA-MB-468	Hypoxia	Without_therapy	siControl	Metastatic	GSM2876113		hypoxic conditions (1% O2) for 72hrs		RNeasy Plus mini Kit (Qiagen)	TruSeq Stranded Total RNA Library kit (Illumina, San Diego, CA, USA)			Not_Applicable	Not_Applicable		30754719	total RNA	SINGLE	3909304				5.541667				73588	53046	71113	50875													Triple_negative_Breast_Cancer		
SRR6347612	SRX3444830	GSE107692	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Triple_negative_Breast_Cancer	line	MDA-MB-468	Hypoxia	Without_therapy	siControl	Metastatic	GSM2876113		hypoxic conditions (1% O2) for 72hrs		RNeasy Plus mini Kit (Qiagen)	TruSeq Stranded Total RNA Library kit (Illumina, San Diego, CA, USA)			Not_Applicable	Not_Applicable		30754719	total RNA	SINGLE	3889478				5.541667				73589	53046	71114	50875													Triple_negative_Breast_Cancer		
SRR5196823	SRX2512482	GSE93988	Cancer_cell_lines_to_check	Control	Pancreatic_Ductal_Adenocarcinoma	Pancreatic_Ductal_Adenocarcinoma	line	PANC-1	Without_stimulation	No_data	Without_modification		GSM2466352			Pancreas	ISOGEN reagent (Nippon Gene)	TruSeq RNA Library Prep Kit v2 (Illumina)			M	56		28249167		PAIRED	89193742.57				7				153153	129198	139426	115142													Pancreatic_Ductal_Adenocarcinoma		
SRR5196826	SRX2512485	GSE93988	Cancer_cell_lines_to_check	Hypoxia	Pancreatic_Ductal_Adenocarcinoma_hypoxic	Pancreatic_Ductal_Adenocarcinoma	line	PANC-1	Hour_24_of_Hypoxia_(pO2 = 1%)	No_data	Without_modification		GSM2466355			Pancreas	ISOGEN reagent (Nippon Gene)	TruSeq RNA Library Prep Kit v2 (Illumina)			M	56		28249167		PAIRED	31252427.29				5.833333				153147	129192	139420	115136													Pancreatic_Ductal_Adenocarcinoma		
SRR5196827	SRX2512486	GSE93988	Cancer_cell_lines_to_check	Control	Pancreatic_Ductal_Adenocarcinoma	Pancreatic_Ductal_Adenocarcinoma	line	AsPC-1	Without_stimulation	No_data	Without_modification	Metastatic	GSM2466356		Derived from metastatic site: Ascites	Pancreas	ISOGEN reagent (Nippon Gene)	TruSeq RNA Library Prep Kit v2 (Illumina)			F	62		28249167		PAIRED	66117270.49				7				153151	129196	139424	115140													Pancreatic_Ductal_Adenocarcinoma		
SRR5196830	SRX2512489	GSE93988	Cancer_cell_lines_to_check	Hypoxia	Pancreatic_Ductal_Adenocarcinoma_hypoxic	Pancreatic_Ductal_Adenocarcinoma	line	AsPC-1	Hour_24_of_Hypoxia_(pO2 = 1%)	No_data	Without_modification	Metastatic	GSM2466359		Derived from metastatic site: Ascites	Pancreas	ISOGEN reagent (Nippon Gene)	TruSeq RNA Library Prep Kit v2 (Illumina)			F	62		28249167		PAIRED	88213694.48				7				153149	129194	139422	115138													Pancreatic_Ductal_Adenocarcinoma		
