	Supposed_GOI	FGES_source	Genes	Link
GSE2585_THYMIC_DC_VS_THYMIC_MACROPHAGE_DN	Macrophages	MSigDb_Dif_Expression	RNASEH2A, IFIT1, LAMTOR2, CCR4, POLR2G, CD52, VIM, TNC, HSD11B2, IMPA2, DKK3, TRAF2, SMIM14, CENPN, VPS13D, SLC6A16, PDCD1LG2, MAD1L1, SSUH2, CBX5, TAF12, TUBA1C, VAX2, NME4, ABCA7, ZNF195, NT5E, CENPM, POLR2L, GRTP1, S100A4, MIIP, IGBP1, FAM193B, CAV1, SPTAN1, CRIP1, CRELD1, TMEM187, PFDN5, DNMT3B, ID4, SERPINA5, MT1M, RPL35, HOMER2, IGFLR1, SRD5A1, CUL9, GSDMD, CORO2A, H2AC14, KIAA0087, IL16, FLT3LG, GATA4, SAE1, HCLS1, GDF10, SSTR1, TTLL1, COTL1, PMS2P2, HIPK2, PPIH, MCM4, IK, ADAMTS3, DARS1, SNCA, ATP5MF, CDK18, GNAT3, CPPED1, LRFN3, LYRM9, LY86, RPL41, BBS9, HOOK1, CDC25B, CNNM3, BCL2L1, APOBR, GPX4, AKR1A1, ACAA1, FOXM1, MTMR14, MYL6, LST1, FARS2, MOG, MAP7, TCF20, RPL12, ACTR2, ZNF394, TNK2, MYLK3, AATF, SPINT2, MBTD1, RING1, CCDC28B, SCUBE3, SENP7, RRAD, ASH2L, SMG6, LHPP, GMIP, RLN2, PGAP3, PKIG, BIN3, TBCD, STAT4, GUK1, ZSCAN18, FOXA1, KIF22, CAB39L, TEX41, DOCK9, FAM50B, SOX14, MTRF1L, RPS17, ZNF536, FPGS, UGT2B4, NFIC, IGLV4-60, LHX6, GLB1, ARRB1, CD27, HIGD2A, GRK6, MCRS1, LRP12, POLM, RPL18, ID3, BCL2L11, EPHX2, CD83, CBARP, OR2W1, SRGN, HSF1, CALM3, HSD17B3, H3C8, RPS27L, IL4R, SLC38A6, BSCL2, MTCP1, SELPLG, PRPH2, ADGRE1, ZNF154, MYO9B, GORASP1, NUP62CL, HES1, ZNF423, ACTR3B, NPIPA1, TESK1, GSTA4, SDHA, NR0B1, PTPN9, PDLIM2, DHODH, LINC00474, IL9R, STAT5B, IFT20, MYOM2, THEMIS2, SPO11, RBM15B, RPS3A, EVL, OR2J2, WASL, RBP4, MACF1, PPCDC, ACAA2, HCFC1, RND3, FBLN5, TNPO2	MSigDb_Dif_Expression
MACROPHAGES_M1_FANTOM_1_XCELL	Macrophages	xCell	CYC1, CLPB, SLAMF8, GP1BA, KIFC3, CYP19A1, CECR5, HSPB7, RRP1, MYBPH, VIM, ADCK2, COQ2, RNH1, EMILIN1, WSB2, ADAMDEC1, ALCAM, VSIG4, P2RX7, CCL24, CALR, FCER1G, IFNAR1, CCL8, S1PR2, AP1M2, DNASE2B, IL10, ACTR3, KCNJ5, CCL7, SDS, CYBB, LILRB4, MT2A, RAB3IL1, DLAT, C3AR1, MYO7A, LILRB1, AFG3L2, CCL1, CHIT1, GPD1, ADRA2B, TSPO, MARCO, PRDX1, MRPL12, ACP2, MYH11, SRC, MFSD7, DAGLA	PMID: 29141660
GSE32164_ALTERNATIVELY_ACT_M2_VS_CMYC_INHIBITED_MACROPHAGE_DN	Macrophages	MSigDb_Dif_Expression	ERH, RFC5, CAPN3, CDC6, CKAP2, FXYD7, SLC7A5, IMPA2, KIF11, ATP5IF1, CNN3, SMC4, S1PR1, POLA1, RFC3, TCAP, ASAH1, KDELR2, DBI, CDCA5, MYL11, NKX6-2, RGS10, SQLE, CBX5, POLE2, TCF7, KLF7, NEK2, OSTF1, SUV39H2, KIF23, ABHD14A, RBM17, SERPINI1, COQ7, H3-4, RASD1, FHL2, AP3S2, MAPKBP1, CKS2, MAD2L1BP, ANAPC13, MCOLN2, ALYREF, AMZ2, KIN, GMFB, CRIP1, MAP4K4, RALA, ASPM, LAG3, RACGAP1, TIMM8A, EIF4G3, TFPI, PFN1, CD7, ITGA4, DDX21, RBM3, ANLN, PHF5A, SASS6, ARL6, TRIM59, SOX4, ASF1B, AURKA, CDC20, H2AX, POLD2, ACSL4, DLAT, EMP3, IL5, SLC25A4, PLSCR1, DRC1, GALK1, CHRNG, MEIG1, SELL, GABARAPL1, IDH2, SSX2IP, EMB, MRPS28, TSC22D1, PLP2, PRC1, TKT, BRIX1, IDI1, BIRC5, TOP2A, H1-10, DNAJC9, PPIA, TRIP13, NSG2, PRMT1, MRTO4, PCBP1, CA2, GCSH, MEMO1, DHRS1, KIT, PDLIM1, SGK1, ANAPC16, MBTD1, CCDC28B, ALCAM, CLCN3, YBX3, CDK1, PLAC8, SNHG6, EZH2, NUSAP1, KYAT3, BUB1, SNRPC, AQP2, ROM1, LIG1, CYTH3, CENPK, HSPB11, CYP51A1, ELOVL6, PSAT1, NFIC, DHFR, TYK2, CKS1B, PMM1, ANXA2, GCOM1, S100A1, YIPF4, CD9, ID3, SERF1A, USP3, GART, DHCR24, FNDC1, CDCA8, ATF5, OXT, DAD1, CDH6, ITGAE, CD244, RPS26, RASGRP2, PELI1, MTM1, ACTN1, MRPL27, CACNA1B, LMNB1, RHOH, RASA3, HMGB3, CHEK1, TXN, DHRS4, TACC3, POLR2D, CD8A, METTL5, COL1A2, UCK2, PCLAF, SLC30A4, RSU1, ACP6, APEX1, CPD, UTF1, SNAP23, NSG1, DTL, ZAN, SLC31A1, CLDND1, BAX, MLLT11, NDFIP2, GAB2, HMGCR, BAG2, NCAPH, PRIM1	MSigDb_Dif_Expression
COATES_MACROPHAGE_M1_VS_M2_UP	Macrophages	MSigDb_Dif_Expression	NAT8L, PIANP, FGD2, GALNT11, GDA, LCORL, EMC1, PTGER3, BCKDHB, ADA, RAPSN, MSR1, GLO1, HMGN3, PIK3AP1, FILIP1L, CBX6, CRIM1, COLEC12, RPL14, SRD5A3, CXCR4, AXL, FAM135A, CADM1, ZNF85, HLA-DQA1, ARSB, CLBA1, KCNJ10, TOR3A, CAP1, MALAT1, PLBD1, ACSS1, ATP6V0E2, RCN1, HAUS2, GNB4, MARCO, DYNLT1, COMT, SLC35A1, PLXDC2, RASAL2, CAPN5, SLC7A7, TTC3, GJA1, GATM, ACYP2, TM7SF3, SLCO2B1, NRCAM, ZNF616, CD59, MARCKSL1, ABCA9, HDDC3, TXNIP, CFH, RCBTB2, ARFGEF3, CXCL14, LYPLAL1, FAM124A, ENO2, OCEL1, TUBB2B, SFI1, OGFRL1, P2RY13, MAF, RFX3, AIF1, CNRIP1, PLAAT3, TIFAB, DST, RAB10, BLOC1S6, ALAD, LAMA3, ABHD1, TGFBI, PPP2R5C	MSigDb_Dif_Expression
GSE5589_IL6_KO_VS_IL10_KO_LPS_AND_IL10_STIM_MACROPHAGE_180MIN_DN	Macrophages	MSigDb_Dif_Expression	ERO1A, RABGEF1, ST7, DDX31, GTF3C4, HOXD10, PRKCI, ATP8A2, ZBTB5, ABCD3, MAP4K5, ANGPTL6, PDE4DIP, MCF2L, TFPI2, ZNF598, GPBP1, CNTNAP2, PTRH1, AQP9, ABCD2, ANGPTL3, NAPEPLD, TRMT61A, IGF2BP3, AMZ1, PPP3R1, MFHAS1, UTP18, LMOD3, CDK8, CASP6, RPL14, TRIB3, COMTD1, TMEM11, PLEKHF1, RGS1, THRA, RNASE3, ACVRL1, ALK, FZD7, GYPC, PKDCC, NIPA2, RASSF8, TDRD3, RNF113A, SDAD1, DLST, PPA2, MEF2C, MED13L, SMIM6, N4BP1, RIPK2, CDR2L, SLC25A32, PGM5, MAP4K1, EDIL3, IGSF3, SRPX2, PTK2, HSPE1, CD36, LGI3, TTPAL, TOM1L1, TENM4, WNT5B, PSTPIP1, ATP13A1, SH3KBP1, LAYN, TGFBR3, PTPN3, NDUFA13, ALDH1B1, TRAF5, EIF2B2, DCBLD2, AFG3L2, PDGFA, TMEM181, FAM110C, CDK2AP2, ZC3H12A, PFKP, RARS1, PTPMT1, ENPP6, BCAT2, USP40, PABPC1, PANK4, CFAP418, DGKG, HIBADH, SLC38A9, ITGA2B, SSR4, HSPA1L, ADD3, DPF2, RXYLT1, CYB5R1, APTX, SMAD2, SLC3A2, MTMR7, KCNJ14, AUH, SNHG6, NTHL1, SERTAD1, TMEM126B, GHITM, MRI1, ADAMTS1, BAG5, USPL1, GALNT15, ARL15, SRP72, EMP2, FNDC3A, FAHD1, ZNF341, TRNAU1AP, ZPR1, VMP1, ADPRH, PKD2L1, WDR74, EMC4, DMTF1, GGCX, REL, FSD2, CHCHD10, ADORA2B, SNHG32, EXO5, METRNL, PROKR1, C1GALT1C1, MTERF1, RHOV, CLIC4, FOS, SRGN, SRA1, NARS1, SLC1A5, WWC1, ACTN1, MAMLD1, LIMK1, BSCL2, UBQLN1, EGR1, LONP1, SEL1L3, HSPA1B, RIC1, USP36, UTP25, MCRIP2, GFI1B, SIPA1L1, CCL24, KLF10, TESC, PLA2G2E, ITGAM, TMEM158, GRAMD4, SLC30A4, HK2, GFRA2, APEX1, RABGGTB, TMEM198, TTC39B, MAP6D1, TSPAN31, SPIRE1, TCEAL7, PLA2G12A, ITFG2, USP4, BCAP31, FICD, BST1, PTGES2, HNRNPH3, ERRFI1, FYTTD1	MSigDb_Dif_Expression
GSE25088_CTRL_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DN	Macrophages	MSigDb_Dif_Expression	UBE2DNL, TMEM41A, SPDL1, DCAF15, PSME3IP1, MIR22HG, MYO19, HLA-C, H2AC6, MTMR4, LINC02003, TSR2, OTX1, PSMA3, FGF2, SERPINA12, SLCO5A1, PDE4DIP, LINC00475, TESMIN, C22orf15, DEXI, HNRNPF, DAXX, RANGRF, CCDC137, EFTUD2, RETREG1, ELL2, MYLK-AS1, KCTD19, HLA-K, FAM240C, H2BC6, IER5, NECTIN2, MED26, SLC9A1, SEZ6L2, SLAMF7, ORC3, C12orf73, GCH1, BANP, LEPROTL1, TMEM209, KDM2A, NFX1, NFE2L1, ADPRS, BOC, DPYS, GOPC, ISG20, ISCU, BTN3A2, RAB8A, SAMD9, XPO1, KRBA2, TOR1B, TMEM87A, RBM28, DDX60L, PDCD7, HSP90AA1, BUB1B, MX1, NLRP7, XRCC2, PPFIA2, HCRT, TRIM6, FMNL1, AJAP1, SUPT4H1, GUCA2A, POR, LINC00163, KYNU, TBPL1, ZNF766, AKNAD1, S100A7, LSMEM1, CDK2, EXOSC3, SEMA6B, HLA-E, LINC01532, MCM3, AMZ2P1, ABCC10, EXOSC10, MRPL18, SLC34A1, AGRN, HECW1-IT1, RET, IL4I1, PCBP1, LINC01121, ILF3-DT, PPID, CCDC142, MYL12A, VOPP1, IL18RAP, EIF5, EHHADH, FANCL, ZNF346, NTF4, GTF2E1, IL15, LLGL1, TSGA10IP, KPNA2, FAM205A, TTLL11, ZNRD2, LGALS3BP, PABIR1, MRM3, MIDEAS, TYMP, SLFN13, STIM2, PARP12, SELENOS, FAM222B, MIA3, PPM1K, DMTF1, PARP15, GGCX, CCDC59, S100A11, TBR1, ATP6V1G1, BATF2, RNF31, MAMDC4, EBI3, FAM199X, ZNF350, NOTUM, MAP7D1, UBE2Z, SLC8A1, BST2, ZNF707, FMR1, FBXO22, RPUSD1, CFAP206, PARP10, PAX3, HAO1, KATNIP, RNF114, EPSTI1, MRPS18C, CSTF2, ZSCAN16, STAM, NT5C1B, PNMA3, CUL7, HAND2-AS1, TRIM5, TRIM38, ABTB2, BRME1, H2BC21, CRYBB2P1, SLC31A2, CD70, EMG1, LINC00683, THEMIS2, MFN1, FBXL12, CNOT9, TMOD4, MICU2, EN1, PTPRN2, AP5Z1, ZNF267, RELA, ADNP2, CDT1, LSG1, GIPC1, NPFFR1	MSigDb_Dif_Expression
GSE19941_UNSTIM_VS_LPS_STIM_IL10_KO_MACROPHAGE_DN	Macrophages	MSigDb_Dif_Expression	TMCC1, PIAS1, CETN2, SIAE, FGD6, TMEM239, IL10RB, RASA1, PAQR4, FABP7, CD84, BTK, DEF8, TEAD1, SNX3, ZNF569, ANXA1, PSMB7, SMC4, CCDC34, EPDR1, ENTPD5, SLC25A45, AFF3, SH2D3C, CAVIN3, HNRNPUL2, PMEL, HAUS8, STK39, NKAP, DUSP5, PDHB, OSGEP, MMP12, DPYSL2, AK2, IL17RB, MORC3, STT3B, CEP192, ZNF619, ANKDD1B, ANTXR2, SFMBT1, KLHL33, SFMBT2, N4BP2L2, SVIL, CHTOP, EMC2, GTPBP1, CACNA1E, SLC25A51, GABPA, BCAS2, ANKRD44, TRIM44, CHAC2, TRIM59, B4GALT4, PRKAG2, PIP5K1B, SIN3A, MRPL39, TROAP, IVD, IFI44L, DCP2, RPRD1A, PNPLA3, KYNU, GBX1, FGF13, TANC2, AFMID, USP47, SMARCA4, NCF2, SERPINC1, DUSP4, SIX5, PDE8A, TRAF5, TBC1D30, KRBA1, GPC6, EXOSC3, APLP2, CPA6, XIAP, TRMT44, S100PBP, CDC25B, EVI2A, CNIH3, NCOA7, SIK1, EWSR1, UBR7, IFIT2, ANKRD6, ARRDC3, WLS, CHEK2, GEMIN2, CKAP5, MEIOB, BEX1, PSMB6, PEX19, URGCP, PARP1, SH3BGRL, CELF2, LSP1, PSMA5, CST3, CALHM6, HJURP, SLC25A53, EHHADH, CD1D, PDE1A, CFAP20, FBLN1, ANKRD29, DUSP10, VRK2, CEP70, GPR174, SESN1, SIX6, PENK, MDH1, IFT172, FGF21, VSIG2, ARID2, DHX34, DIAPH2, KCNMB2, EMSY, NUDT16L1, ZFAND4, SNRPA, F8, SHLD1, HS3ST1, HEXIM2, C2orf69, TFCP2, LRRC40, CSK, GPR34, ZKSCAN8P1, OTUB2, SLC4A7, CD83, S100A8, CDH1, CCR8, ARHGAP19, NSUN4, TNFAIP8L1, DOK2, BCL9, SLC25A40, FAM20B, KLF4, ADGRE1, ST8SIA6, ATP2B1, CFAP20DC, PSMB4, OGDH, NEO1, PHC1, KATNB1, CPSF6, PRKAR2B, COG5, APOBEC1, TANK, RASAL1, PRDM2, PDLIM2, CCDC14, ITGB3, TMC4, INTS6L, NCOA2, NME7, LRRCC1, MST1R, EVL, SMARCC2, BTD, GCAT, CEP89	MSigDb_Dif_Expression
GSE25123_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_DAY10_DN	Macrophages	MSigDb_Dif_Expression	CAMKK2, NCKAP5L, ZRANB1, TFAP2A, PRPF4B, MYL6B, SUGP2, CASQ2, ANKRD23, RPL23, SETD1B, CWC22, KIAA0040, MYO1D, ABCB11, TNIK, PIGO, NFAT5, MCF2L, PABPN1, PNISR, AAK1, CCNL2, RGS16, SSH1, CDK16, HMGN3, UBXN2B, NDUFA2, TTC19, F13A1, ATP8B1, MAP1LC3A, FAM8A1, ASIC1, DOP1A, GUCY1A2, REXO5, CXCL2, PFKFB2, RNF168, ARNT, SEMA4C, KRTAP2-4, TEKTIP1, METTL25B, NDUFA5, PDE1B, LRRC19, SLC7A1, DEK, NRF1, URI1, CCDC62, CCDC40, NPC2, MXD4, STX1A, ZNF436, KRT76, DCBLD1, TNK2, SLC7A10, TSHZ1, ZBED6, UBN2, NFIA, NAA38, GTPBP2, SLC16A14, UBL5, LHCGR, TRIM69, SHISA4, H2BC18, UVSSA, LYRM9, DDHD1, SOCS7, VAPB, ITGAV, ANGPTL1, TSC22D1, ERGIC1, TOM1, HEG1, DAPK1, SERF2, SEMA6D, RINL, SNHG3, DDIT4, TRMT13, SLC22A17, MTX3, PRPF19, RPS27, SLC25A36, TTLL3, SON, STXBP4, SEC11C, GET4, WSCD2, MORF4L2, CCNT2, TTC28, RSAD1, NDUFAF8, SLC17A9, DOCK4, FYCO1, NFKBIA, ANAPC5, TMEM258, PXN, SUGCT, ROMO1, KLHL17, ZNF329, TTC3, CAB39L, MARVELD1, MSS51, DTX2, EYA1, MYH4, YPEL2, DVL1, NPY4R, SNHG8, YTHDC1, SMARCD2, POU5F2, RBM4B, POLDIP3, CCDC171, SNRNP48, TBC1D1, CLDN12, SNORD104, ANKRD39, IGIP, ARMCX1, STRN4, GUCA1B, DCTN1, NIPAL4, JMJD7-PLA2G4B, MAN2C1, ZFR2, KXD1, ZDHHC9, HACD3, PLAU, VAPA, SDC3, WDR48, ADAMTS20, ADPGK, SNRPG, ZMYM3, HMBOX1, CIART, NSMF, ADORA2A, ARL6IP5, BMPR2, RP1L1, VPS37C, CSNK1D, LRRN3, FIRRE, TMEM158, PRPF38B, SUCO, RASAL1, PRKD1, NSG1, TMEM198, RPL37A, SLC4A9, SLC38A10, INTS6L, ROBO3, NISCH, CCDC186, GBP6, CES3, CSTB, UPF3B, ENPEP, FBXL19, GAREM1, MEP1A, TAMALIN, ADARB1, AMPD2, HIF3A	MSigDb_Dif_Expression
GSE25088_WT_VS_STAT6_KO_MACROPHAGE_ROSIGLITAZONE_STIM_DN	Macrophages	MSigDb_Dif_Expression	SLC35D2, FGD6, UFL1, DGKE, SP1, ABLIM2, TMEM86A, TMEM218, TRMT1L, KDM7A, DLL4, PTPRC, KMT2E, KLRK1, C2orf88, INO80D, MKS1, PDE7A, MMP10, SYN1, TRAPPC6B, VPS50, ALDOC, AP1M2, TUBGCP5, VEGFC, LMAN2L, HMGN3, TTC19, SQLE, IRAK2, PLEKHB2, GPR25, ATP8B1, DUSP5, TFRC, TMOD3, CTSW, BTBD8, MYCL, VPS39, ADORA3, YPEL5, RASSF4, RCBTB1, SEMA4C, NOCT, SENP6, STAT2, N4BP2L2, SDCCAG8, AP3M2, GPR37, THY1, DDI2, KIAA0825, INPP4A, LDLRAD3, SARAF, PRKRA, ATP1B3, RPL39, B3GNT9, ACTB, PDXK, PRKAG2, VPS26A, LYNX1, CTNNA1, PTK2, NRXN2, RABEP2, FOXRED2, FOXO1, TSPYL4, SLC27A1, SAV1, EPHA2, GATC, UCKL1, CNTN6, UTY, RBM5, DAP, HLA-E, XIAP, NPVF, DNAJC4, KCTD12, KLHL18, RELL1, RNASE6, MEAK7, EPB42, MRGPRG, SIGLEC10, EIF4A2, RALGPS1, PHLPP2, SLC38A9, ITGAL, SCAI, POLR3B, PEX2, SLA2, CD53, THNSL1, ACADSB, PURG, SENP7, LINC01160, RORC, HRH1, FANCD2OS, WRN, TNIP1, PINK1, TMEM127, APPL2, TIFA, KIZ, C1orf198, APBA1, MAN1C1, ZFYVE21, RALGAPA1, XBP1, OSTM1, ZFYVE1, VAV2, CDK14, PTS, SLFN13, ADAMTS6, IRF1, SYNPO, HERC2, PURA, RGL1, SLC35D3, TNFAIP8, SELENOO, PLTP, ACTRT2, TAOK1, CDC42BPG, USO1, UBL3, SPATA9, IGLC7, SOGA1, ATXN7L3B, SMS, NFKB1, H3C7, ARPC5, ZDHHC9, FLNB, ZMIZ1, KANK2, PELI1, PPP1R3G, TRAPPC5, HS3ST3B1, RNF146, STOML1, XRCC4, CNOT8, MESD, EPSTI1, RAP1A, PPP3CA, MBD5, SLAMF6, TENM1, PRR5L, CHD9, CYBB, C12orf75, MMAA, ITGB3, VAMP1, BET1, ZEB2, FBXL12, LGR5, CLDND1, CALCOCO1, SBSPON, EZH1, AHI1, GPR35, SHARPIN, AIF1L, SPNS3, FAM174A, WARS2, TPPP, MAP1LC3B, ADGRE5	MSigDb_Dif_Expression
GSE22935_UNSTIM_VS_48H_MBOVIS_BCG_STIM_MACROPHAGE_DN	Macrophages	MSigDb_Dif_Expression	SMR3A, CBX4, MIR22HG, ZUP1, RPS16, SLC37A2, CECR2, OTULIN, MAGED1, LRP5, LRIG1, CLOCK, SLC35E2B, NRSN2, ADGRB1, NMI, KATNA1, GSTO1, HPS5, CTSG, STARD10, HNRNPF, CC2D1B, DSP, INTS1, ENG, POM121L12, MGAT4B, OSBPL5, PPM1L, LSAMP, LEMD3, LGMN, GPR15, CD2, IL1R2, CBLN2, EIF4G2, ECM1, CACNB4, IQCB1, LAMP2, DR1, NIPA2, RCBTB1, SPSB3, ARL8B, SPTAN1, CRIP1, ILRUN, KIAA0232, MAPRE2, GBP2, RNF112, ARHGAP10, VPS4A, ABCG1, IL22, TMEM140, MIOX, BDKRB1, RGMB, ZDHHC24, UBC, MTFP1, PAG1, TRIM59, SIK2, STX1A, YOD1, C16orf95, PRKAB1, COL9A3, PTGFRN, ADAL, MACIR, CPEB2, BLCAP, BPIFA1, SPG7, FAM120A, SCIN, CD247, PAPSS2, THBS1, SIX5, TSC22D2, CNTN6, ZFYVE26, RAB3IP, TAL1, ETV5, KCTD12, RUNX3, SMNDC1, WARS1, RNASE6, POGZ, C19orf38, LRRC58, GPATCH3, BAIAP3, KIF5B, NCKAP1, B3GNT5, STK16, PTCH1, FBXO7, TAGLN, KIT, TSGA10, CAPN10, C10orf90, TRAF4, SLC26A10P, TGIF1, WRN, KIAA1217, LETM1, ATP6V0D1, STK19, HSPBAP1, P2RX1, DYRK1A, C19orf47, ITPRIP, SLC1A7, ZBTB17, CTSS, MXD1, YPEL2, SNX5, PIK3CB, VAC14, CPNE3, DIAPH2, RPL10, TBCCD1, GDF2, ERAS, PDZRN3, FGFR1, REL, RRAGD, GFPT1, ZNF347, PROCR, TPT1, NYX, RNF24, KIAA1191, MOK, CSRNP2, DCLK2, TSTD2, CPA3, DSE, ACTR1A, ASB13, CRHR2, MAP2K4, SRPRB, L1CAM, SPAG16, FLVCR1, RHOG, TPSG1, STK38L, FRY, SHISAL2B, CSAD, NRP2, CD74, COG5, H3C14, IBTK, MARCHF7, FOXRED1, BBS2, CITED4, RND2, INF2, OSGIN2, LTA, ETV6, ASAP2, C16orf89, PTP4A2, GPR35, SH3RF3, GPR65, CFAP300, IL6R, PINX1, ARHGAP17, OTX2, PDCD2, BEND5, SHC1	MSigDb_Dif_Expression
GOBP_MACROPHAGE_APOPTOTIC_PROCESS	Macrophages	Gene_Ontology	ST6GAL1, NOD2, SELENOS, CDKN2A, GHSR, TCP1, IRF3, PLEKHO2, CTSL, MIAT, IRF7, SIRT1, MEF2C	Gene_Ontology
GSE35825_UNTREATED_VS_IFNA_STIM_MACROPHAGE_DN	Macrophages	MSigDb_Dif_Expression	RABGEF1, BCO2, SAMHD1, TBC1D13, MIR455, TREX1, PPP1R15B, ATF3, PRKRIP1, ISG15, BRD2, MIR503, NMI, SLC25A22, TNFSF8, DAXX, PIK3R5, AIM2, IL27, NOD2, ZNFX1, ATP9A, IRGM, SBDS, MYCL, GCH1, GTF2F1, CXCL11, STXBP1, GYPC, SPRED1, SEMA4C, ROBO2, SNX18, NGF, JAK2, SLCO3A1, NFKBIB, GBP4, SNW1, CHODL, TPST1, VPS37B, SLC23A2, XAF1, FAM53C, TRIOBP, SOD2, MED7, F11R, PARP11, USP18, EDN1, SH3BP4, FAS, PAFAH1B2, NECTIN4, GCNT2, MRPL39, TIMP1, OLR1, IFIT3, TNFAIP3, NUDT13, MIER3, ENPP4, SAV1, ALDH1B1, ZBTB7A, HIVEP3, ACVR1, GGCT, AP3B1, LYN, P4HA1, RMDN3, ZC3H12A, SP110, CMPK2, TAP1, CD69, IFI16, HCN2, RNF19B, FCGR1A, SPINT2, CHIC1, SERPINE1, ATP10A, DNASE1L3, MBD1, CEMIP2, LRRC4, CRYBG1, MRPL52, DDC, MALT1, ADAD1, PFKFB3, ATOH1, IL1RN, IL18BP, DTX2, TGM2, CRYBB3, GLIS1, IRF1, SPSB1, TNFAIP6, PARP12, MYL1, FZD5, RRBP1, KLK9, SETDB2, SEC23B, ADORA2B, TRMT61B, IL6, BATF2, ATP9B, MAFK, ZFAND5, TMEM232, KDR, NDEL1, IFI35, DISP3, CALML3, NAB1, FLNB, SRGN, PCGF5, INSM2, ITPKB, LZTFL1, HIF1A, CD47, TRAF1, WSB2, MDFIC, HIVEP2, PGA5, KRTAP7-1, STOML1, IL36G, TNFSF15, PLAGL2, NFKBIE, SIPA1L1, ITGA5, PPP1R10, SAMSN1, SLC30A4, ZC3H12C, NFKBIZ, DTWD1, GNA13, RGS14, DBNL, SNX10, NFKB2, ANKS4B, TM4SF1, LIPG, SOCS1, TNFRSF12A, PROCR, CFLAR	MSigDb_Dif_Expression
GSE5589_UNSTIM_VS_45MIN_LPS_AND_IL10_STIM_MACROPHAGE_DN	Macrophages	MSigDb_Dif_Expression	C1D, PDK1, GABRA3, SLC35F3, GK, BCKDK, RNASE10, RBP1, TTC39A, TFPI2, GRIA2, PARVG, GPX5, KPNB1, MDM1, IL1R2, RNMT, TNNT3, STT3A, CCDC90B, B3GALT6, SNX32, UCHL1, VPS29, PSMC4, CCDC136, NPHP1, EIF4G2, NDUFA7, KCTD14, PDHB, MRPL11, GINS1, CHML, APMAP, CBR4, DNPEP, ASB3, STT3B, H2AC25, TMEM14A, ACTL9, SLC35F1, CALCOCO2, ABRACL, SETD3, GPR88, SCARB1, PPP2CA, SOD2, THOC7, THRAP3, RASSF7, E2F5, FURIN, MAPK8, USP38, RGS12, GCNT2, BOK, UNC13A, STX1A, MS4A13, TNS1, PIK3R2, NUP54, CHST6, AFAP1L2, DYNLL2, POLR1D, ZNF239, POLR1C, TLK1, RNPC3, IL10, TOMM20, TTLL1, FBXW8, HAPSTR1, CMSS1, ACSL4, CENPC, KPNA4, SFXN5, UBE2E3, SLC25A4, FKBP3, ALKBH3, RNF133, COX4I1, NRM, POMT2, COA6, OLFM3, UBLCP1, PCM1, ADAM21, RBIS, CHAMP1, KHDRBS1, SEC24A, UXT, SGCB, HNRNPA3, CH25H, SVIP, B4GALNT1, HOOK2, ROR2, ZNF354A, ADTRP, NDUFA9, ADGRA1, METAP1D, MYBL1, FGFR2, VPS25, TBCD, DCTN6, B3GALNT1, MEGF10, MRI1, SDHAF1, KCTD7, OCIAD2, SNORD123, COX5A, HNRNPK, MRM3, DNM1L, MDH1, VPS37D, GGPS1, FAM72A, WDHD1, NDUFC2, DUS4L, CPTP, ATP6V1C1, WNT8B, SRPRA, CCDC172, MRPL22, FRYL, UTP11, DTX3, EID1, RBMS2, CELA1, PTTG1, HAT1, SDC4, NAP1L1, STC2, ZNF318, COX10, HTR5A, TRIM11, MARCKS, RPS25, MID1, PLPP4, SIPA1L1, MAOB, OGDH, NAB2, HIC1, SLC25A39, LTK, POSTN, B4GALT7, SPAG1, MAPK10, ITGA6, RHOB, VWA8, CPD, TSPYL1, ZNF490, AOPEP, GABBR1, HNRNPR, POGK, RBBP8, TEX33, TUBA4A, CARNMT1, CLNS1A, THSD7B, MICU2, POLR2B, GADD45GIP1, NR2C2AP, CCT4, CUL4A, MGMT, MORN3, ADARB1, SPEG, SLC9B2	MSigDb_Dif_Expression
